item,id,source,medium,year,year-binned,company,brand,alcohol_content,main_slogan,secondary_slogan,logo_location,logo_modality,logo_what_words,logo_what_image,multimodal_logo_type,metaphoric_metonymy_motivation,overall_color,comments,hanja,roman,hangul_loan_words,text_count,writing_color,font_style,font_weight,main_slogan_ending,slogan_end_noun,slogan_end_verb,slogan_end_english,slogan_end_nonverbal,secondary_slogan_ending,noun_token,verb_token,english_token,nonverbal_speech_sound_token,additional_comments,background_color,background_type,plants_trees_background,restaurant_background,food_background,additional_comments_background,bottle_presence,bottle_position,bottle_color,bottle_opacity,bottle_shape,bottle_size,neck_height_by_width,body_height_by_width,additional_comments_bottle,model_gender,model_clothing_color,female_bare_shoulders,female_bare_legs,female_bare_cleavage,additional_comments_model,model_bottle_holding_hand,if_holding_bottle_which_hand,holding_glass,hand_on_hips,hourglass_body_shape,body_or_facial_appearance,full_body,camera_shot,additional_comments_body,eye_contact,smile,head_tilt,wink,puckered_lips,hand_on_face,gesture_comments,glass_in_advert,shape_of_glass,glass_comments,vertical_RL_writing,flavoured_soju,flavour,ideophone,ideophone_word_count,sound_object,sound_object_word_count,production_area,overall_comments
493_2016_17.5_Lotte_Chumchurum_006,493,http://www.mhc.kr/girl/6605291,Wall ad,2016,2010s,LotTe 롯데,Chumchurum 처음처럼 ,17.5,"부드러운 소주 처음처럼 EN: Soft soju, Chumchurum",NA ,No logo,NA,NA,NA,NA,,Color,,No,No,No,10,Blue and green,Print,Bold,Noun,처음처럼,NA,NA,NA,NA,NA,NA,NA,NA,,White,Plain,No,No,No,,Yes,Right,Green,Transparent,Long neck,Lifesize/Large,190x384,355x807,There are two bottles in the ad,1 Female,White,Yes,Yes,No,,Yes,Right,No,Yes,Yes,Soft,Yes,Full shot,,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
494_2018_17_Lotte_Chumchurum_001,494,https://post.naver.com/viewer/postView.nhn?memberNo=40780762&volumeNo=17366390,Wall ad,2018,2010s,LotTe 롯데,Chumchurum 처음처럼 ,17,부드럽게 너에게 다가간다 EN: Approaching you softly,NA ,Bottom right corner,Words,부드러운 소주 처음처럼,NA,NA,,Color,,No,No,No,21,White,Calligraphy,Light,Verb,NA,반말,NA,NA,NA,NA,NA,NA,NA,Slogan looks like it was written onto the poster with a white marker,Brown,House,No,No,No,Living room,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,87x174,162x344,,1 Female,Pink,No,No,No,,No,No,Yes,No,No,Soft,No,Bust shot,Chest,No,Yes,No,No,No,Yes,Chin resting on hand,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
495_2018_17_Lotte_Chumchurum_002,495,https://post.naver.com/viewer/postView.nhn?memberNo=40780762&volumeNo=17366391,Wall ad,2018,2010s,LotTe 롯데,Chumchurum 처음처럼 ,17,세상 그무엇보다 부드러운 너 EN: You who is softer than anything else in the world,NA ,Bottom right corner,Words,부드러운 소주 처음처럼,NA,NA,,Color,,No,No,No,22,White,Calligraphy,Light,Noun,너,NA,NA,NA,NA,NA,NA,NA,NA,Slogan looks like it was written onto the poster with a white marker,Brown,Restaurant,No,Yes,No,,Yes,Centre left,Green,Transparent,Long neck,Lifesize,87x174,162x344,,1 Female,Beige,No,No,No,,Yes,Right,No,No,No,Soft,No,Bust shot,Chest,Yes,Yes,No,No,No,Yes,Chin resting on hand,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
496_2018_17_Lotte_Chumchurum_003,496,https://post.naver.com/viewer/postView.nhn?memberNo=40780762&volumeNo=17366392,Wall ad,2018,2010s,LotTe 롯데,Chumchurum 처음처럼 ,17,"오늘, 부드럽게 넘어올래? EN: Do you want to (smoothly) cross the line today?",NA ,Bottom right corner,Words,부드러운 소주 처음처럼,NA,NA,Implies taking the relationship further,Color,,No,No,No,20,White,Calligraphy,Light,Verb,NA,반말,NA,NA,NA,NA,NA,NA,NA,Slogan looks like it was written onto the poster with a white marker,Brown and blue,Restaurant,No,Yes,"Yes, else",Nuts,Yes,Bottom centre,Green,Transparent,Long neck,Lifesize,87x174,162x344,,1 Female,Grey,Yes,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest,No,Yes,No,No,No,Yes,Chin resting on hand,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
497_2018_16.9_Mackis_Ijewoolinn_001,497,https://www.mackisscompany.co.kr/ijewoolinn,Wall ad,2018,2010s,Mackis 마키스,Ijewoolinn 이제우린,16.9,"오투린의 새 이름 이제우린 EN: O2Linn's new name, Ijewoolin",NA,Bottom right corner,Words and image,맥키스컴퍼니,Stylised 'M',Separate,,Color,,No,No,"Yes, company",16,Green and black,Print,Bold ,Noun,이제우린,NA,NA,NA,NA,NA,NA,NA,NA,"Size and shape of characters inconsistent, looks handwritten",Orange and green,Park,"Yes, tree",No,No,Park image,Yes,Bottom centre,Green,Transparent,Long neck,Lifesize,720x1612,1456x3370,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Daejeon Metropolitan City,
498_2018_16.9_Mackis_Ijewoolinn_002,498,https://www.mackisscompany.co.kr/ijewoolinn,Wall ad,2018,2010s,Mackis 마키스,Ijewoolinn 이제우린,16.9,가까워지고 싶을 때 EN: When you want to get closer,NA,Bottom right corner,Words and image,맥키스컴퍼니,Stylised 'M',Separate,,Color,,No,No,"Yes, company",18,Green and black,Print,Bold,Noun,때,NA,NA,NA,NA,NA,NA,NA,NA,"Size and shape of characters inconsistent, looks handwritten","Orange, blue and green",Park,"Yes, tree",No,No,Park image,Yes,Bottom centre,Green,Transparent,Long neck,Large,86x187,173x389,,No model,NA,NA,NA,NA,Cartoon characters,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Daejeon Metropolitan City,
499_2019_16.9_Mackis_Ijewoolinn_001,499,https://www.mackisscompany.co.kr/ijewoolinn,Wall ad,2019,2010s,Mackis 마키스,Ijewoolinn 이제우린,16.9,뒤끝없이 산뜻하게 EN: Refreshed and minus the hangover,NA,Top left corner,Words and image,맥키스컴퍼니,Stylised 'M',Separate,,Color,,No,No,"Yes, company",28,White,Print,Light,Verb,NA,반말,NA,NA,NA,NA,NA,NA,NA,"Size and shape of characters inconsistent, looks handwritten",Brown and green,Park bench,"Yes, tree",No,No,Leaves and branch,Yes,Bottom left,Green,Transparent,Long neck,Lifesize,76x161,149x342,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,Yes,Soju,NA,Yes,No,NA,NA,NA,NA,NA,Daejeon Metropolitan City,
500_2012_16.9_MuHak_Good Day_001,500,https://www.ad.co.kr/ad/print/show.cjsp?ukey=876173,Wall ad,2012,2010s,MuHak 무학,Good Day 좋은 데이,16.9,이제 소주는 어디 물인지 따져라 EN: From now on pay attention to where the water in your soju is from,"국내최초 지리산 산청암반수를 담은 물좋은 소주 EN: Soju made from good quality water, the first domestic soju containing spring water from Sancheong, Jirisan",Top left corner,Words,좋은데이,NA,NA,,Color,Logo is shaped like a square stamp,No,"Yes, brand and contact","Yes, event",104,"Pink, blue and black",Calligraphy and print,Light,Verb,NA,반말,NA,NA,Noun,소주,NA,NA,NA,"Main slogan in handwritten, calligraphic font",Blue,Water droplets,No,No,No,Water droplet,Yes,Bottom left,Green,Transparent,Long neck,Lifesize,93x199,184x417,2 bottles in ad,1 Female & 2 Males,"Pink, purple and grey",Yes,No,Yes,,Yes,Both,No,No,No,Soft,No,Bust shot,Chest. Male models on either side of female model,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
501_2012_16.9_MuHak_Good Day_002,501,https://www.ad.co.kr/ad/print/show.cjsp?ukey=863115,Magazine,2012,2010s,MuHak 무학,Good Day 좋은 데이,16.9,이제 소주는 어디 물인지 따져라! EN: From now on pay attention to where the water in your soju is from!,"지리산 산청암반수인지 따져라! 소주맛이 산다! EN: Pay attention to whether it's spring water from Sancheong, Jirisan. It brings the taste of soju to life!",Top left corner,Words,좋은데이,NA,NA,,Color,Logo is shaped like a square stamp,No,"Yes, brand","Yes, event",90,White,Calligraphy and print,Bold,Verb,NA,반말,NA,NA,Verb,NA,반말,NA,NA,"Main slogan in handwritten, bold calligraphic font",Blue,Wave,No,No,No,Wave wrapping around female model's body,Yes,Bottom left,Green,Transparent,Long neck,Large,120x268,229x543,Two male models popping their heads out from behind a large soju bottle,1 Female,Pink and khaki,Yes,Yes,Yes,Female model wearing cropped tank that reveals her midriff,No,No,No,Yes,Yes,Soft,No,Knee shot,Thighs,Yes,Yes,No,No,No,Yes,Female model is making a gesture as though she is calling out to the audience,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
502_2013_16.9_MuHak_Good Day_001,502,https://www.ad.co.kr/ad/print/show.cjsp?ukey=892845,Wall ad,2013,2010s,MuHak 무학,Good Day 좋은 데이,16.9,"지리산 산청암반수가 소주 맛을 살린다! EN: Spring water from Sancheong, Jirisan brings the taste to life!","국내최초 지리산 산청암반수를 담은 물좋은 소주 EN: Soju made from good quality water, the first domestic soju containing spring water from Sancheong, Jirisan",Top right corner,Words,좋은데이,NA,NA,,Color,Logo is shaped like a square stamp,No,"Yes, brand",No,60,"Red, blue and green",Print,Light,Verb,NA,반말,NA,NA,Noun,소주,NA,NA,NA,,Grey,Plain,No,No,No,,Yes,Right,Green,Transparent,Long neck,Large,218x475,415x978,"2 bottles, male models popping their heads out from behind a large soju bottle and female model holding one in her hand",1 Female,Pink and khaki,Yes,Yes,Yes,,Yes,Left,No,No,Yes,Soft,Yes,Full shot,,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
503_2013_16.9_MuHak_Good Day_002,503,https://www.ad.co.kr/ad/print/show.cjsp?ukey=899808,Magazine,2013,2010s,MuHak 무학,Good Day 좋은 데이,16.9,물을 따져라! 소주맛이 산다! EN: Pay attention the the water! It brings the taste of soju to life!,"국내최초 지리산 산청암반수를 담은 물좋은 소주 EN: Soju made from good quality water, the first domestic soju containing spring water from Sancheong, Jirisan",Top left corner,Words,좋은데이,NA,NA,,Color,Logo is shaped like a square stamp,No,"Yes, brand",No,55,Red and blue,Calligraphy and print,Light,Verb,NA,반말,NA,NA,Noun,소주,NA,NA,NA,"Main slogan in handwritten, calligraphic font. It looks like it was written with a marker",Beige,Plain,No,No,No,,Yes,Bottom left,Green,Transparent,Long neck,Large,110x260,220x530,Two male models popping their heads out from behind a large soju bottle,1 Female,Pink and khaki,Yes,Yes,Yes,,No,No,No,No,Yes,Soft,No,Knee shot,Thighs,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
504_2013_16.9_MuHak_Good Day_003,504,https://www.ad.co.kr/ad/print/show.cjsp?ukey=901997,Banner,2013,2010s,MuHak 무학,Good Day 좋은 데이,16.9,이제 소주는 어디 물인지 따져라 EN: From now on pay attention to where the water in your soju is from,"국내최초 지리산 산청암반수를 담은 물좋은 소주 EN: Soju made from good quality water, the first domestic soju containing spring water from Sancheong, Jirisan",Top left corner,Words,좋은데이,NA,NA,,Color,Logo is shaped like a square stamp,No,"Yes, brand",No,57,Red and blue,Calligraphy and print,Bold,Verb,NA,반말,NA,NA,Noun,소주,NA,NA,NA,"Main slogan in handwritten, calligraphic font. It looks like it was written with a marker",Beige,Plain,No,No,No,,Yes,Right,Green,Transparent,Long neck,Large,110x260,220x530,Two male models popping their heads out from behind a large soju bottle,1 Female,Pink and khaki,Yes,Yes,No,,No,No,No,No,No,Soft,No,Bust shot,Chest,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
505_2013_16.9_MuHak_Good Day_004,505,https://www.ad.co.kr/ad/print/show.cjsp?ukey=945271,Magazine,2013,2010s,MuHak 무학,Good Day 좋은 데이,16.9,물을 따져라! 소주맛이 산다! EN: Pay attention the the water! It brings the taste of soju to life!,"지리산 산청 암반수를 담은 물 좋은 소주 EN: Soju made from good quality water, soju containing spring water from Sancheong, Jirisan",Top right corner,Words,좋은데이,NA,NA,,Color,Logo is shaped like a square stamp,No,"Yes, brand",No,100,"Red, blue and white",Calligraphy and print,Bold,Verb,NA,반말,NA,NA,Noun,소주,NA,NA,NA,"Main slogan in handwritten, calligraphic font with white buffer. It looks like it was written with a marker",Blue and yellow,Beach,No,No,No,Beach,Yes,Bottom right,Green,Transparent,Long neck,Lifesize,110x260,220x530,"2 bottles, one superimposed and one held in model's hand",1 Female,White and green,Yes,Yes,Yes,,Yes,Right,No,Yes,Yes,Soft,No,Knee shot,Thighs,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
506_2015_16.9_MuHak_Good Day_001,506,https://www.nemopan.com/pan_issue/9104634,Wall ad,2015,2010s,MuHak 무학,Good Day 좋은 데이,16.9,"좋은데이와 만나면 매일매일이 좋은 날! EN: When you're with Good Day, everyday is a good day!",NA ,Top left corner,Words,GOOD DAY,NA,NA,The slogan is equating good days with the soju brand,Color,Logo is shaped like a square stamp,No,"Yes, brand and contact","Yes, event",49,Red and blue,Print,Bold,Noun,날,NA,NA,NA,NA,NA,NA,NA,NA,Brand name in handwritten style font. White buffer around text creates 3D effect,Blue and white,Plain,No,No,No,Gradient from blue to white,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,94x226,190x466,,1 Female,Pink,Yes,No,Yes,,No,No,Yes,No,No,Soft,No,Medium shot,Waist,Yes,Yes,Side,No,No,No,,Yes,Soju,NA,No,No,NA,NA,1,NA,NA,Changwon (South Gyeongsang Province),
507_2015_16.9_MuHak_Good Day_002,507,https://www.joeunday.co.kr/,Wall ad,2015,2010s,MuHak 무학,Good Day 좋은 데이,16.9,"오늘부터 너만 믿는다!! 좋은데이 EN: From today I'm only trusting you, Good Day!",16.9도 순한매력 EN: The light charm of 16.9 degrees (soju),Top left corner,Words,GOOD DAY,NA,NA,,Color,Logo is shaped like a square stamp,No,"Yes, brand",No,28,Green,Print,Light,Noun,좋은데이,NA,NA,NA,Noun,매력,NA,NA,NA,"Size and shape of characters in main slogan is inconsistent, making it look handwritten",Purple and yellow,Lights,No,No,No,,Yes,Centre left,Green,Transparent,Long neck,Lifesize,60x150,125x290,,1 Female,White,Yes,No,No,,Yes,Right,No,No,No,Soft,No,Medium shot,Waist. Model is holding bottle with one hand and pointing at it with her other hand,Yes,Yes,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
508_2015_16.9_MuHak_Good Day_003,508,https://www.joeunday.co.kr/,Wall ad,2015,2010s,MuHak 무학,Good Day 좋은 데이,16.9,2015 국가 고객 만족도 소주부문 1위 EN: Winner of 2015 soju category in national consumer satisfaction survey,순하게 즐기는 다양한 맛 EN: A variety of flavours that can be enjoyed lightly,No logo,NA,NA,NA,NA,,Color,,No,"Yes, main slogan and brand","Yes, secondary slogan",66,"Yellow, green and white",Print,Bold,Noun,1위,NA,NA,NA,Noun,맛,NA,NA,NA,Green buffer around text in main slogan creates 3D effect,Blue and green,Park,"Yes, tree",No,No,Tree and grass,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,55x120,105x244,,1 Female,White,No,Yes,No,,No,No,No,No,No,Soft,No,Medium shot,Shins,Yes,Yes,No,No,No,Yes,Chin resting on hand,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
509_2015_16.9_MuHak_Good Day_004,509,https://www.nemopan.com/pan_issue/9104634,Wall ad,2015,2010s,MuHak 무학,Good Day 좋은 데이,16.9,"좋은데이와 만나면 매일매일이 좋은 날! EN: When you're with Good Day, everyday is a good day!",NA ,Top left corner,Words,GOOD DAY,NA,NA,,Color,Logo is shaped like a square stamp,No,"Yes, brand and contact","Yes, event",39,Red and blue,Print,Bold,Noun,날,NA,NA,NA,NA,NA,NA,NA,NA,Brand name in handwritten style font. White buffer around text creates 3D effect,Blue and white,Plain,No,No,No,Wave wrapping around female model's body,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,94x226,190x466,,1 Female,Pink,Yes,Yes,Yes,,No,No,No,No,Yes,Soft,No,Knee shot,Knees,Yes,Yes,No,No,No,Yes,Chin resting on finger,No,NA,NA,No,No,NA,매일매일,1,NA,NA,Changwon (South Gyeongsang Province),
510_2015_16.9_MuHak_Good Day_005,510,https://www.ad.co.kr/ad/print/show.cjsp?ukey=1335448,Newspaper,2015,2010s,MuHak 무학,Good Day 좋은 데이,16.9,"오늘부터 좋은데이 너만 믿는다!! EN: From today I'm only trusting you, Good Day!",NA ,No logo,NA,NA,NA,NA,,Color,,No,"Yes, brand",No,17,Red and blue,Print,Bold,Verb,NA,반말,NA,NA,NA,NA,NA,NA,NA,White buffer around text creates 3D effect,Blue and white,Sky,No,No,No,Sky,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,60x150,125x290,,1 Female,White,No,No,No,,No,No,No,No,No,Soft,No,Medium shot,Waist,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
511_2015_13.5_MuHak_Good Day Colour_001,511,https://www.joeunday.co.kr/,Wall ad,2015,2010s,MuHak 무학,Good Day Colour 좋은 데이 컬러,13.5,Be Colorful! ,색다르게 즐겨라! EN: Enjoy it in all the colours!,Top left corner,Words,GOOD DAY,NA,NA,,Color,Logo is shaped like a square stamp,No,"Yes, main slogan, secondary slogan and brand","Yes, secondary slogan",92,Multicolour,Print,Bold,Adjective (English),NA,NA,Colorful,NA,Verb,NA,반말,NA,NA,Colour gradient and white buffer around text creates 3D effect,White,Plain,No,No,No,Color drops on canvas,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,55x120,105x244,"4 bottles, one for each flavour",1 Female,Blue and white,Yes,No,No,Female model wearing cropped t-shirt that reveals her midriff,No,No,Yes,No,No,Soft,No,Medium shot,Hips,Yes,Yes,No,No,No,No,,No,NA,NA,No,Yes,citron/pomegranate/blueberry,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
512_2015_13.5_MuHak_Good Day Colour_002,512,https://www.joeunday.co.kr/,Wall ad,2015,2010s,MuHak 무학,Good Day Colour 좋은 데이 컬러,13.5,"순~하게 색다르게 즐겨라! EN: Enjoy it lightly, enjoy it differently!",좋은데이 컬러시리즈 EN: Good Day Colour series,Top left corner,Words,GOOD DAY,NA,NA,색다르게 means different/new but also alludes to the different colours in the soju line,Color,Logo is shaped like a square stamp,No,"Yes, main slogan, secondary slogan and brand","Yes, secondary slogan",84,Multicolour,Print,Bold,Verb,NA,반말,NA,NA,Noun,NA,NA,Series,NA,Colour gradient and white buffer around text creates 3D effect,"Yello, red and blue",Paint,No,No,No,,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,60x150,125x290,"3 bottles, one for each flavour",1 Female,Blue and white,No,No,No,Female model wearing cropped t-shirt that reveals her midriff,No,No,No,Yes,No,Soft,Yes,Full shot,Model holding loudspeaker,Yes,Yes,No,No,No,No,,No,NA,NA,No,Yes,citron/pomegranate/blueberry,통통,1,NA,NA,Changwon (South Gyeongsang Province),
513_2015_13.5_MuHak_Good Day Colour_003,513,https://www.joeunday.co.kr/,Wall ad,2015,2010s,MuHak 무학,Good Day Colour 좋은 데이 컬러,13.5,Be Colorful! ,색다르게 즐겨라! EN: Enjoy it in all the colours!,Top left corner,Words,GOOD DAY,NA,NA,,Color,Logo is shaped like a square stamp,No,"Yes, main slogan, secondary slogan and brand","Yes, secondary slogan",40,Multicolour,Print,Bold,Adjective (English),NA,NA,Colorful,NA,Verb,NA,반말,NA,NA,Colour gradient and white buffer around text creates 3D effect,"Green, blue and yellow",Beach,"Yes, tree",No,No,Palm tree and tropical island,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,60x150,125x290,"5 bottles, one for each flavour",1 Female,Blue and white,No,Yes,No,Female model wearing cropped t-shirt that reveals her midriff,No,No,No,Yes,No,Soft,No,Medium shot,Thighs. Model holding cheering batons,Yes,Yes,Side,No,No,No,,No,NA,NA,No,Yes,peach/grapefruit,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
514_2016_16.9_MuHak_Good Day_001,514,https://www.joeunday.co.kr/,Wall ad,2016,2010s,MuHak 무학,Good Day 좋은 데이,16.9,딱 한잔만 더 하자! EN: Let's have just one more glass!,#우리만의 순한소주 좋은데이 EN: #Our own soft soju Good Day,No logo,NA,NA,NA,NA,,Color,,No,"Yes, secondary slogan and brand",No,42,"White, blue and yellow",Print,Bold,Verb,NA,반말,NA,NA,Noun,좋은데이,NA,NA,NA,"Size and shape of characters in main slogan is inconsistent, making it look handwritten",Red,Plain,No,No,No,,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,110x260,220x530,,1 Female,Yellow,No,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest,Yes,No,No,No,No,Yes,Hands clasped under chin,No,NA,NA,No,No,NA,딱,1,NA,NA,Changwon (South Gyeongsang Province),
515_2016_16.9_MuHak_Good Day_002,515,https://www.joeunday.co.kr/,Wall ad,2016,2010s,MuHak 무학,Good Day 좋은 데이,16.9,"나랑 한잔 더 하자구? EN: Come on, have one more glass with me?",#우리만의 순한소주 좋은데이 EN: #Our own soft soju Good Day,No logo,NA,NA,NA,NA,,Color,,No,"Yes, secondary slogan and brand",No,41,"White, blue and green",Print,Bold,Verb,NA,반말,NA,NA,Noun,좋은데이,NA,NA,NA,"Size and shape of characters in main slogan is inconsistent, making it look handwritten",Yellow,Plain,No,No,No,,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,110x260,220x530,,1 Female,Green,No,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest,Yes,Yes,No,No,No,Yes,Hand cupping 촏다,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
516_2016_16.9_MuHak_Good Day_003,516,https://www.joeunday.co.kr/,Wall ad,2016,2010s,MuHak 무학,Good Day 좋은 데이,16.9,가볍게 한잔 더 하자~ EN: Let's take it easy and have one more glass~,#우리만의 순한소주 좋은데이 EN: #Our own soft soju Good Day,No logo,NA,NA,NA,NA,,Color,,No,"Yes, secondary slogan and brand",No,41,"White, blue and pink",Print,Bold,Verb,NA,반말,NA,NA,Noun,좋은데이,NA,NA,NA,"Size and shape of characters in main slogan is inconsistent, making it look handwritten",Blue,Plain,No,No,No,,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,110x260,220x530,,1 Female,Pink,No,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest,Yes,Yes,Side,No,No,Yes,Hands clasped under chin,No,NA,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
517_2017_16.9_MuHak_Good Day_001,517,https://www.joeunday.co.kr/,Wall ad,2017,2010s,MuHak 무학,Good Day 좋은 데이,16.9,순해서 좋다 EN: I like it because it's light,좋은날엔:) 좋은데이 EN: Good Day on good days :),No logo,NA,NA,NA,NA,,Color,,No,"Yes, brand",No,34,Pink and blue,Print,Bold,Verb,NA,반말,NA,NA,Noun,좋은데이,NA,NA,NA,Main slogan looks like it is imprinted into the background,Pink,Plain,No,No,No,,Yes,Center center,Green,Transparent,Long neck,Lifesize,22x56,46x106,,1 Female,Pink,Yes,No,No,,Yes,Both,No,No,No,Soft,No,Bust shot,Chest,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
518_2017_16.9_MuHak_Good Day_002,518,https://www.joeunday.co.kr/,Wall ad,2017,2010s,MuHak 무학,Good Day 좋은 데이,16.9,순해서 좋다 EN: I like it because it's light,좋은날엔:) 좋은데이 EN: Good Day on good days :),No logo,NA,NA,NA,NA,,Color,,No,"Yes, brand",No,34,Pink and blue,Print,Bold,Verb,NA,반말,NA,NA,Noun,좋은데이,NA,NA,NA,Main slogan looks like it is imprinted into the background,Blue,Plain,No,No,No,,Yes,Centre right,Green,Transparent,Long neck,Lifesize,22x56,46x106,,1 Female,White,Yes,No,No,,Yes,Left,No,No,No,Soft,No,Bust shot,Chest,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Changwon (South Gyeongsang Province),
